,sources_quote,label
487,say beto orourke crashed barrier causing collision driving drunk fleeing scene avoid accountability,1
488,say beto orourke fatherinlaws bidding el paso city council pushing downtown redevelopment scheme bulldoze poor hispanic neighborhood enriching developer like fatherinlaw,1
489,job growth stock growth first two year trump last two year obama,1
490,say thomas jefferson drafted declaration independence hemp paper grew smoked marijuana said hemp first necessity wealth protection country,1
491,starbucks executive belief white men root evil,1
492,say alexandria ocasiocortez said well never worry china attacking u 12 hour ahead well plenty time shoot missile,1
493,say 228 house democrat voted allow illegal alien right vote,1
494,say explosive device mailed prominent democrat trump critic confirm deep state launching false flag mainstream mediadems blame trump proamerica force,1
495,february alone enough illegal immigrant crossed border fill kansa city chief arrowhead stadium,1
496,trump campaign manager paul manafort commits bank tax fraud get 47 month homeless man fate winslow helped sell 20 pot got life prison,1
497,say arrowhead stadium considered loudest stadium world,1
498,say percentage officer chicago police board fired hearing case chose resign prior board hearing roughly doubled tenure,1
499,per caput basis irvinglas colinas fortune 500 company city united state america,1
500,forest fire grotesque last year worst air world washington,1
501,nonpartisan expert consistently ranked claire one independent senator right middle,1
502,say central park five admitted guilt,1
503,say valid reason oppose voter id plan cheat every democrat congress opposes voter id,1
504,barack obama said dont something president dnc fundraiser last night,1
505,say michael bloomberg said known trump decade traveled business circle known among millionaire conartist among business owner cheat stiff everyone,1
506,say photo taken england show thousand english trump supporter celebrating president visit,1
507,middleclass income rose record level 2017 strong economy lifted fortune american,1
508,president donald trump even referred one kevin cramers health care repeal bill mean bill gutted protection north dakotans preexisting condition,1
509,part i80 near joliet school bus allowed cross fragile nature bridge,1
510,said dan mccready got nearly 1 million support nancy pelosi aligned dark money org 2018 election cycle right tweeted dark money place politics,1
511,lost life last two year due opioids life lost vietnam war,1
512,say joe manchin refused commit kavanaugh senate vote,1
513,poverty wv 5 higher national average,1
514,kkk formed democratic party,1
515,debate dan mccready doubled support pelosis liberal agenda impeaching president,1
516,say 85 percent immigrant dont show scheduled court hearing call schedule court hearing,1
517,black lung case 25year high,1
518,poverty rate african american hispanic american incredible theyve reached lowest level history country,1
519,say rick scott hospital company stole million defrauding military health care program,1
520,say beto orourke sen kirsten gillibrand said would tear wall elected president,1
521,cross border illegally u get driver license medical insurance housing career training right vote,1
522,hivpositive cadbury worker arrested contaminating product blood,1
523,maintain missouri highway system one lowest level funding country,1
524,say whoopi goldberg kept job applauded abc calling jeanine pirro racist slur,1
525,home care paid government program,1
526,red tree significant early christian church eastern europe church would dye tree red symbolize blood jesus resurrection,1
527,estimated 53 million economic loss hour shutting border youre talking million million dollar billion dollar economic consequence continue rhetoric around shutting border without considering mean,1
528,mayor andrew gillum say he indefinitely suspending campaign governor light fatal shooting tallahassee yoga studio friday,1
529,attention hunter voting north dakota could cost outofstate hunting license,1
530,hospital closing rural america dont access highspeed internet,1
531,last year eighth fastestgrowing economy country west virginia,1
532,tear gas used average month obama administration similar circumstance,1
533,know new york state pay way ever get back,1
534,west virginia added highest percentage new construction job 2017 united state 144 amounted 4300 additional job fact wv state doubledigit growth,1
